Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.02    0.03 1249995/3750005     std::vector<double, std::allocator<double> >::~vector() [9]
                0.01    0.03 1249995/1249995     std::vector<double, std::allocator<double> >::vector(std::allocator<double> const&) [25]
                0.01    0.02 2499990/2749989     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_M_swap_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl&) [29]
                0.01    0.01 1249995/1249995     std::_Vector_base<double, std::allocator<double> >::get_allocator() const [38]
                0.01    0.00 1249995/1249995     void std::__alloc_on_move<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&) [53]
                0.01    0.00 1249995/7249995     std::allocator<double>::~allocator() [27]
                0.00    0.00 2499990/8750105     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [121]
                0.00    0.00 1249995/1249995     __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_propagate_on_move_assign() [134]
-----------------------------------------------
                0.00    0.07  999996/1999992     DoublePendEquations::getValues(double, std::vector<double, std::allocator<double> > const&) [3]
                0.00    0.07  999996/1999992     RK4::stateAdjust(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, double) [4]
[8]     13.5    0.00    0.13 1999992         std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [8]
                0.00    0.08 1999992/1999992     std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [12]
                0.00    0.05 1999992/2249993     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [19]
-----------------------------------------------
                0.00    0.00       1/3750005     DoublePendEquations::DoublePendEquations(double, double, double, double, double) [57]
                0.00    0.00       2/3750005     main [1]
                0.00    0.00       4/3750005     RK4::~RK4() [88]
                0.00    0.00      12/3750005     void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [79]
                0.00    0.01  249999/3750005     RK4::vectorAdd(std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> > const&) [5]
                0.02    0.03 1249995/3750005     std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>) [7]
                0.03    0.05 2249992/3750005     RK4::solve(double, double, std::vector<double, std::allocator<double> >) [2]
[9]     13.2    0.05    0.08 3750005         std::vector<double, std::allocator<double> >::~vector() [9]
                0.04    0.03 3750005/3750005     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [16]
                0.01    0.01 3750005/3750061     void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [42]
                0.00    0.00 3750005/8750105     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [121]
-----------------------------------------------
                0.04    0.04 1999996/1999996     void std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [11]
[10]     8.5    0.04    0.04 1999996         void std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [10]
                0.00    0.04 1999996/1999996     void std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [21]
-----------------------------------------------
                0.00    0.00       4/1999996     std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [78]
                0.00    0.08 1999992/1999996     std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [12]
[11]     8.5    0.00    0.08 1999996         void std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [11]
                0.04    0.04 1999996/1999996     void std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [10]
-----------------------------------------------
                0.00    0.08 1999992/1999992     std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [8]
[12]     8.5    0.00    0.08 1999992         std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [12]
                0.00    0.08 1999992/1999996     void std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [11]
                0.00    0.00 1999992/8750105     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [121]
-----------------------------------------------
                0.02    0.01 1249997/3499990     std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [32]
                0.03    0.01 2249993/3499990     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [19]
[13]     7.2    0.05    0.02 3499990         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [13]
                0.01    0.01 3499990/4999986     std::allocator<double>::allocator(std::allocator<double> const&) [28]
-----------------------------------------------
                0.00    0.00       1/18502718     DoublePendEquations::DoublePendEquations(double, double, double, double, double) [57]
                0.00    0.00       2/18502718     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [97]
                0.00    0.00       4/18502718     std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [78]
                0.00    0.00       8/18502718     std::vector<double, std::allocator<double> >::resize(unsigned long) [77]
                0.00    0.00      52/18502718     void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double const&>(double const&) [45]
                0.00    0.00     224/18502718     std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [76]
                0.00    0.00    2500/18502718     RK4::query(double, double, double) [33]
                0.00    0.00  249999/18502718     RK4::vectorAdd(std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> > const&) [5]
                0.00    0.00  999996/18502718     DoublePendEquations::getValues(double, std::vector<double, std::allocator<double> > const&) [3]
                0.00    0.00 1249996/18502718     RK4::solve(double, double, std::vector<double, std::allocator<double> >) [2]
                0.02    0.00 5999976/18502718     RK4::stateAdjust(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, double) [4]
                0.04    0.00 9999960/18502718     std::vector<double, std::allocator<double> >::_M_range_check(unsigned long) const [18]
[14]     7.1    0.07    0.00 18502718         std::vector<double, std::allocator<double> >::size() const [14]
-----------------------------------------------
                0.00    0.02 3999984/9999960     RK4::stateAdjust(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, double) [4]
                0.01    0.03 5999976/9999960     RK4::vectorAdd(std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> > const&) [5]
[15]     6.9    0.01    0.06 9999960         std::vector<double, std::allocator<double> >::at(unsigned long) [15]
                0.02    0.04 9999960/9999960     std::vector<double, std::allocator<double> >::_M_range_check(unsigned long) const [18]
                0.00    0.00 9999960/22009917     std::vector<double, std::allocator<double> >::operator[](unsigned long) [120]
-----------------------------------------------
                0.04    0.03 3750005/3750005     std::vector<double, std::allocator<double> >::~vector() [9]
[16]     6.6    0.04    0.03 3750005         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [16]
                0.00    0.02 3750005/3750005     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [39]
                0.01    0.00 3750005/3750061     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [49]
-----------------------------------------------
                0.06    0.00  999996/999996      DoublePendEquations::getValues(double, std::vector<double, std::allocator<double> > const&) [3]
[17]     6.1    0.06    0.00  999996         DoublePendEquations::lowerOmegaPrime(double) [17]
-----------------------------------------------
                0.02    0.04 9999960/9999960     std::vector<double, std::allocator<double> >::at(unsigned long) [15]
[18]     5.8    0.02    0.04 9999960         std::vector<double, std::allocator<double> >::_M_range_check(unsigned long) const [18]
                0.04    0.00 9999960/18502718     std::vector<double, std::allocator<double> >::size() const [14]
-----------------------------------------------
                0.00    0.00       2/2249993     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [97]
                0.00    0.01  249999/2249993     std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [44]
                0.00    0.05 1999992/2249993     std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [8]
[19]     5.6    0.00    0.06 2249993         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [19]
                0.03    0.01 2249993/3499990     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [13]
                0.01    0.00 2249993/2249993     std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [51]
-----------------------------------------------
                0.00    0.01  249999/2249995     void std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [58]
                0.00    0.04 1999996/2249995     void std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [21]
[20]     5.1    0.00    0.05 2249995         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [20]
                0.03    0.00 2249995/2250167     std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*) [30]
                0.02    0.00 2249995/2249995     __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, double*>::__type std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&) [36]
-----------------------------------------------
                0.00    0.04 1999996/1999996     void std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [10]
[21]     4.5    0.00    0.04 1999996         void std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [21]
                0.00    0.04 1999996/2249995     double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [20]
-----------------------------------------------
                0.01    0.00 3999984/11999952     DoublePendEquations::getValues(double, std::vector<double, std::allocator<double> > const&) [3]
                0.03    0.00 7999968/11999952     RK4::stateAdjust(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, double) [4]
[22]     4.0    0.04    0.00 11999952         std::vector<double, std::allocator<double> >::operator[](unsigned long) const [22]
-----------------------------------------------
                0.00    0.00       1/2250009     main [1]
                0.00    0.00       1/2250009     DoublePendEquations::DoublePendEquations(double, double, double, double, double) [57]
                0.00    0.00      16/2250009     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [83]
                0.00    0.00  249999/2250009     RK4::vectorAdd(std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> > const&) [5]
                0.01    0.00  999996/2250009     DoublePendEquations::getValues(double, std::vector<double, std::allocator<double> > const&) [3]
                0.01    0.00  999996/2250009     RK4::stateAdjust(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, double) [4]
[23]     4.0    0.03    0.01 2250009         std::allocator<double>::allocator() [23]
                0.01    0.00 2250009/2250009     __gnu_cxx::new_allocator<double>::new_allocator() [50]
-----------------------------------------------
                0.04    0.00  999996/999996      DoublePendEquations::getValues(double, std::vector<double, std::allocator<double> > const&) [3]
[24]     4.0    0.04    0.00  999996         DoublePendEquations::upperOmegaPrime(double) [24]
-----------------------------------------------
                0.01    0.03 1249995/1249995     std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>) [7]
[25]     3.6    0.01    0.03 1249995         std::vector<double, std::allocator<double> >::vector(std::allocator<double> const&) [25]
                0.00    0.03 1249995/1249997     std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [32]
-----------------------------------------------
                0.00    0.00       2/1249998     main [1]
                0.00    0.04 1249996/1249998     RK4::solve(double, double, std::vector<double, std::allocator<double> >) [2]
[26]     3.5    0.00    0.04 1249998         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [26]
                0.01    0.02 1249998/1249998     std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [31]
                0.01    0.00 2499996/2499996     std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [64]
-----------------------------------------------
                0.00    0.00       1/7249995     main [1]
                0.00    0.00       1/7249995     DoublePendEquations::DoublePendEquations(double, double, double, double, double) [57]
                0.00    0.00       2/7249995     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [97]
                0.00    0.00  249999/7249995     RK4::vectorAdd(std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> > const&) [5]
                0.00    0.00  999996/7249995     DoublePendEquations::getValues(double, std::vector<double, std::allocator<double> > const&) [3]
                0.00    0.00  999996/7249995     RK4::stateAdjust(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, double) [4]
                0.01    0.00 1249995/7249995     std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>) [7]
                0.02    0.00 3750005/7249995     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [39]
[27]     3.0    0.03    0.00 7249995         std::allocator<double>::~allocator() [27]
                0.00    0.00 7249995/7249995     __gnu_cxx::new_allocator<double>::~new_allocator() [122]
-----------------------------------------------
                0.00    0.00       2/4999986     std::enable_if<!std::allocator_traits<std::allocator<double> >::__select_helper<std::allocator<double> const>::value, std::allocator<double> const>::type std::allocator_traits<std::allocator<double> >::_S_select<std::allocator<double> const>(std::allocator<double> const&) [111]
                0.00    0.00  249999/4999986     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double>&&) [69]
                0.01    0.00 1249995/4999986     std::_Vector_base<double, std::allocator<double> >::get_allocator() const [38]
                0.01    0.01 3499990/4999986     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [13]
[28]     3.0    0.02    0.01 4999986         std::allocator<double>::allocator(std::allocator<double> const&) [28]
                0.01    0.00 4999986/4999986     __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [48]
-----------------------------------------------
                0.00    0.00  249999/2749989     std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::_Vector_base<double, std::allocator<double> >&&) [67]
                0.01    0.02 2499990/2749989     std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>) [7]
[29]     3.0    0.01    0.02 2749989         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_M_swap_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl&) [29]
                0.01    0.01 8249967/8249967     void std::swap<double*>(double*&, double*&) [35]
-----------------------------------------------
                0.00    0.00       2/2250167     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [102]
                0.00    0.00       2/2250167     double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [103]
                0.00    0.00     168/2250167     double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [71]
                0.03    0.00 2249995/2250167     double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [20]
[30]     3.0    0.03    0.00 2250167         std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*) [30]
                0.00    0.00 2250167/2250167     std::_Iter_base<double*, false>::_S_base(double*) [124]
-----------------------------------------------
                0.01    0.02 1249998/1249998     std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [26]
[31]     3.0    0.01    0.02 1249998         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [31]
                0.01    0.00 2499996/3749994     std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [43]
                0.01    0.00 1249998/1249998     std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [52]
-----------------------------------------------
                0.00    0.00       2/1249997     std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [40]
                0.00    0.03 1249995/1249997     std::vector<double, std::allocator<double> >::vector(std::allocator<double> const&) [25]
[32]     2.6    0.00    0.03 1249997         std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [32]
                0.02    0.01 1249997/3499990     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [13]
-----------------------------------------------
                0.00    0.02       1/1           main [1]
[33]     2.0    0.00    0.02       1         RK4::query(double, double, double) [33]
                0.01    0.01   10000/10000       std::vector<double, std::allocator<double> >::push_back(double const&) [34]
                0.00    0.00    2500/18502718     std::vector<double, std::allocator<double> >::size() const [14]
                0.00    0.00       1/1           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(unsigned long, std::allocator<std::vector<double, std::allocator<double> > > const&) [99]
                0.00    0.00   22500/1022496     std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long) [136]
                0.00    0.00   10000/22009917     std::vector<double, std::allocator<double> >::operator[](unsigned long) [120]
                0.00    0.00       1/2           std::allocator<std::vector<double, std::allocator<double> > >::allocator() [233]
                0.00    0.00       1/3           std::allocator<std::vector<double, std::allocator<double> > >::~allocator() [217]
-----------------------------------------------
                0.01    0.01   10000/10000       RK4::query(double, double, double) [33]
[34]     2.0    0.01    0.01   10000         std::vector<double, std::allocator<double> >::push_back(double const&) [34]
                0.01    0.00      52/52          void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double const&>(double const&) [45]
                0.00    0.00    9948/10000       decltype (_S_construct({parm#1}, {parm#2}, (forward<double const&>)({parm#3}))) std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [180]
-----------------------------------------------
                0.01    0.01 8249967/8249967     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_M_swap_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl&) [29]
[35]     2.0    0.01    0.01 8249967         void std::swap<double*>(double*&, double*&) [35]
                0.01    0.00 24749901/24749901     std::remove_reference<double*&>::type&& std::move<double*&>(double*&) [46]
-----------------------------------------------
                0.02    0.00 2249995/2249995     double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [20]
[36]     2.0    0.02    0.00 2249995         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, double*>::__type std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&) [36]
-----------------------------------------------
                0.02    0.00 1999992/1999992     RK4::vectorAdd(std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> > const&) [5]
[37]     2.0    0.02    0.00 1999992         std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::size() const [37]
-----------------------------------------------
                0.01    0.01 1249995/1249995     std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>) [7]
[38]     1.8    0.01    0.01 1249995         std::_Vector_base<double, std::allocator<double> >::get_allocator() const [38]
                0.01    0.00 1249995/4999986     std::allocator<double>::allocator(std::allocator<double> const&) [28]
                0.00    0.00 1249995/1250109     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [131]
-----------------------------------------------
                0.00    0.02 3750005/3750005     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [16]
[39]     1.6    0.00    0.02 3750005         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [39]
                0.02    0.00 3750005/7249995     std::allocator<double>::~allocator() [27]
-----------------------------------------------
                0.00    0.01       1/2           main [1]
                0.00    0.01       1/2           DoublePendEquations::DoublePendEquations(double, double, double, double, double) [57]
[40]     1.5    0.00    0.02       2         std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [40]
                0.01    0.01       2/2           void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [41]
                0.00    0.00       2/1249997     std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [32]
                0.00    0.00       2/2           std::initializer_list<double>::end() const [227]
                0.00    0.00       2/4           std::initializer_list<double>::begin() const [207]
-----------------------------------------------
                0.01    0.01       2/2           std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [40]
[41]     1.5    0.01    0.01       2         void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [41]
                0.01    0.00       2/2           double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&) [62]
                0.00    0.00       2/2           std::iterator_traits<double const*>::difference_type std::distance<double const*>(double const*, double const*) [244]
                0.00    0.00       2/2250051     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [128]
                0.00    0.00       2/8750105     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [121]
-----------------------------------------------
                0.00    0.00       4/3750061     std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [78]
                0.00    0.00      52/3750061     void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double const&>(double const&) [45]
                0.01    0.01 3750005/3750061     std::vector<double, std::allocator<double> >::~vector() [9]
[42]     1.5    0.01    0.01 3750061         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [42]
                0.01    0.00 3750061/3750061     void std::_Destroy<double*>(double*, double*) [63]
-----------------------------------------------
                0.00    0.00       2/3749994     std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [113]
                0.01    0.00 1249996/3749994     std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [66]
                0.01    0.00 2499996/3749994     std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [31]
[43]     1.5    0.02    0.00 3749994         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [43]
-----------------------------------------------
                0.00    0.01  249999/249999      RK4::vectorAdd(std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> > const&) [5]
[44]     1.2    0.00    0.01  249999         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [44]
                0.00    0.01  249999/2249993     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [19]
                0.00    0.01  249999/249999      std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [59]
-----------------------------------------------
                0.01    0.00      52/52          std::vector<double, std::allocator<double> >::push_back(double const&) [34]
[45]     1.0    0.01    0.00      52         void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double const&>(double const&) [45]
                0.00    0.00      52/56          double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [74]
                0.00    0.00      52/56          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [76]
                0.00    0.00      52/3750061     void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [42]
                0.00    0.00      52/18502718     std::vector<double, std::allocator<double> >::size() const [14]
                0.00    0.00      52/3750061     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [49]
                0.00    0.00     104/8750105     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [121]
                0.00    0.00      52/2250051     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [128]
                0.00    0.00      52/30052       double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [176]
                0.00    0.00      52/10000       decltype (_S_construct({parm#1}, {parm#2}, (forward<double const&>)({parm#3}))) std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [180]
-----------------------------------------------
                0.01    0.00 24749901/24749901     void std::swap<double*>(double*&, double*&) [35]
[46]     1.0    0.01    0.00 24749901         std::remove_reference<double*&>::type&& std::move<double*&>(double*&) [46]
-----------------------------------------------
                0.01    0.00 6249975/6249975     RK4::vectorAdd(std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> > const&) [5]
[47]     1.0    0.01    0.00 6249975         std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::operator[](unsigned long) const [47]
-----------------------------------------------
                0.01    0.00 4999986/4999986     std::allocator<double>::allocator(std::allocator<double> const&) [28]
[48]     1.0    0.01    0.00 4999986         __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [48]
-----------------------------------------------
                0.00    0.00       4/3750061     std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [78]
                0.00    0.00      52/3750061     void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double const&>(double const&) [45]
                0.01    0.00 3750005/3750061     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [16]
[49]     1.0    0.01    0.00 3750061         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [49]
                0.00    0.00 2250051/2250051     __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [126]
-----------------------------------------------
                0.01    0.00 2250009/2250009     std::allocator<double>::allocator() [23]
[50]     1.0    0.01    0.00 2250009         __gnu_cxx::new_allocator<double>::new_allocator() [50]
-----------------------------------------------
                0.01    0.00 2249993/2249993     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [19]
[51]     1.0    0.01    0.00 2249993         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [51]
                0.00    0.00 2249993/2250051     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [128]
-----------------------------------------------
